Name,Link
Улица Маши Порываевой,https://um.mos.ru/places/ulitsa-mashi-poryvaevoy/
Улица Гастелло,https://um.mos.ru/places/ulitsa-gastello/
Московская окружная железная дорога,https://um.mos.ru/places/moskovskaya-okruzhnaya-zheleznaya-doroga/
"Улица Талалихина (ЦАО,ЮВАО)",https://um.mos.ru/places/ulitsa-talalikhina/
Воздушная экотропа в Ландшафтном парке ВДНХ,https://um.mos.ru/places/vozdushnaya-ekotropa-v-landshaftnom-parke-vdnkh/
Этнографическая деревня Бибирево,https://um.mos.ru/places/etnograficheskaya-derevnya-bibirevo/
Серебряный Бор,https://um.mos.ru/places/serebryanyy-bor/
Щукинский парк,https://um.mos.ru/places/shchukinskiy-park/
Улица Высоцкого,https://um.mos.ru/places/ulitsa-vysotskogo/
Старый Сиреневый сад Л.А. Колесникова,https://um.mos.ru/places/staryy-sirenevyy-sad-l-a-kolesnikova/
Парк Света,https://um.mos.ru/places/park-sveta/
"Дубрава в парке ""Усадьба Воронцово""",https://um.mos.ru/places/dubrava/
Дубовая роща - памятник природы,https://um.mos.ru/places/dubovaya-roshcha-pamyatnik-prirody/
Каток в Парке Горького,https://um.mos.ru/places/katok-cpkio-im-m-gorkogo/
"Парк ""Усадьба Воронцово""",https://um.mos.ru/places/park-usadba-vorontsovo/
Мичуринский сад,https://um.mos.ru/places/michurinskiy-sad/
Площадь Гагарина,https://um.mos.ru/places/ploshchad-gagarina/
Лялин переулок,https://um.mos.ru/places/lyalin-pereulok/
Голицынский сад,https://um.mos.ru/places/golitsynskiy-sad/
Улица Зои и Александра Космодемьянских,https://um.mos.ru/places/ulitsa-zoi-i-aleksandra-kosmodemyanskikh/
Парк на правом берегу реки Десны,https://um.mos.ru/places/park-na-pravom-beregu-reki-desny/
Улица Александра Лукьянова,https://um.mos.ru/places/ulitsa-aleksandra-lukyanova/
Парк «Пыхтино»,https://um.mos.ru/places/park-pyhtino/
Гончаровский парк,https://um.mos.ru/places/park-na-ul-rustaveli/
Новодевичьи пруды,https://um.mos.ru/places/novodevichi-prudy/
Зеленоградский Дендропарк,https://um.mos.ru/places/zelenogradskiy-dendropark/
Заводской пруд в Капотне,https://um.mos.ru/places/zavodskoy-prud-v-kapotne/
Круглый пруд (Лодочная станция),https://um.mos.ru/places/kruglyy-prud-lodochnaya-stantsiya/
Каток в парке «Сокольники»,https://um.mos.ru/places/katok-v-sokolnikah/
Парк Дружбы,https://um.mos.ru/places/park-druzhby/
Скейт-парк в Капотне,https://um.mos.ru/places/skeyt-park-v-kapotne/
Парк «Марьино»,https://um.mos.ru/places/park-marino/
Новопушкинский сквер,https://um.mos.ru/places/novopushkinskiy-skver/
Улица Тимура Фрунзе,https://um.mos.ru/places/ulitsa-timura-frunze/
Парк скульптур Коненкова,https://um.mos.ru/places/park-skulptur-konenkova/
Бирюлевский дендропарк,https://um.mos.ru/places/biryulevskiy-dendropark/
Экспозиция «Розарий» Главного ботанического сада им. Н.В. Цицина РАН,https://um.mos.ru/places/ekspozitsiya-rozariy-glavnogo-botanicheskogo-sada-im-n-v-tsitsina-ran/
Филёвский парк,https://um.mos.ru/places/park-fili/
Улица Лётчика Бабушкина,https://um.mos.ru/places/ulitsa-lyetchika-babushkina/
Спортивный парк «Десеновское»,https://um.mos.ru/places/sportivnyy-park-desenovskoe/
Большой Садовый пруд,https://um.mos.ru/places/bolshoy-sadovyy-prud/
Река Чурилиха,https://um.mos.ru/places/reka-churilikha/
Каток в саду «Эрмитаж»,https://um.mos.ru/places/katok-v-sadu-ermitazh/
Переулок Сивцев Вражек,https://um.mos.ru/places/pereulok-sivtsev-vrazhek/
Улица Павла Фитина,https://um.mos.ru/places/ulitsa-pavla-fitina/
Улица Ефремова,https://um.mos.ru/places/ulitsa-efremova/
Площадь Цезаря Куникова,https://um.mos.ru/places/ploshchad-tsezarya-kunikova/
Никольский пруд,https://um.mos.ru/places/nikolskiy-prud/
Улица Черняховского,https://um.mos.ru/places/ulitsa-chernyakhovskogo/
Улица Ирины Левченко,https://um.mos.ru/places/ulitsa-iriny-levchenko/
Улица Маршала Катукова,https://um.mos.ru/places/ulitsa-marshala-katukova/
Бульвар Маршала Рокоссовского,https://um.mos.ru/places/bulvar-marshala-rokossovskogo/
Улица Плющиха,https://um.mos.ru/places/ulitsa-plyushchikha/
Улица Маршала Конева,https://um.mos.ru/places/ulitsa-marshala-koneva/
Лианозовский питомник,https://um.mos.ru/places/lianozovskiy-pitomnik/
«Солнце Москвы»,https://um.mos.ru/places/solnce-moskvy/
Каток в Измайловском парке,https://um.mos.ru/places/katok-v-izmaylovskom-parke/
Улица Татьяны Макаровой,https://um.mos.ru/places/ulitsa-tatyany-makarovoy/
Марьина роща,https://um.mos.ru/places/marina-roshcha/
Улица Рудневой,https://um.mos.ru/places/ulitsa-rudnevoy/
Район Песчаных улиц,https://um.mos.ru/places/rayon-peschanykh-ulits/
Наташина березовая роща,https://um.mos.ru/places/natashina-berezovaya-roshcha/
Люблинские пруды,https://um.mos.ru/places/lyublinskie-prudy/
Улица Зорге,https://um.mos.ru/places/ulitsa-zorge/
Парк «Площадь часов» в Зеленограде,https://um.mos.ru/places/park-ploshchad-chasov-v-zelenograde/
Улица Маршала Шапошникова,https://um.mos.ru/places/ulitsa-marshala-shaposhnikova/
Улица Сергея Макеева,https://um.mos.ru/places/ulitsa-sergeya-makeeva/
Газетный переулок,https://um.mos.ru/places/gazetnyy-pereulok/
Парк «Покровское-Стрешнево»: бобровые хатки и трамплины,https://um.mos.ru/places/park-pokrovskoe-streshnevo-bobrovye-khatki-i-trampliny/
Народный парк «Панфиловский»,https://um.mos.ru/places/narodnyy-park-panfilovskiy/
Улица Лизы Чайкиной,https://um.mos.ru/places/ulitsa-lizy-chaykinoy/
Улица Степана Супруна,https://um.mos.ru/places/ulitsa-stepana-supruna/
Улица Екатерины Будановой,https://um.mos.ru/places/ulitsa-ekateriny-budanovoy/
Парк 850-летия Москвы,https://um.mos.ru/places/park-850-letiya-moskvy/
Улица Достоевского,https://um.mos.ru/places/ulitsa-dostoevskogo/
Улица Маршала Бирюзова,https://um.mos.ru/places/ulitsa-marshala-biryuzova/
Улица Серёгина,https://um.mos.ru/places/ulitsa-seregina/
Трёхпрудный переулок,https://um.mos.ru/places/trehprudnyy-pereulok/
Комсомольский проспект,https://um.mos.ru/places/komsomolskiy-prospekt/
Проспект Вернадского,https://um.mos.ru/places/prospekt-vernadskogo/
Родионовская улица,https://um.mos.ru/places/rodionovskaya-ulitsa/
Смотровая площадка-амфитеатр у воды в Ландшафтном парке ВДНХ,https://um.mos.ru/places/smotrovaya-ploshchadka-amfiteatr-u-vody-v-landshaftnom-parke-vdnkh/
Улица Маршала Захарова,https://um.mos.ru/places/ulitsa-marshala-zakharova/
Площадь Марины Расковой,https://um.mos.ru/places/ploshchad-mariny-raskovoy/
Улица Покрышкина,https://um.mos.ru/places/ulitsa-pokryshkina/
Проспект Будённого,https://um.mos.ru/places/prospekt-budyennogo/
Переулок Расковой,https://um.mos.ru/places/pereulok-raskovoy/
Эко-тропа «В гармонии с природой»,https://um.mos.ru/places/eko-tropa-v-garmonii-s-prirodoy/
Улица Мастеркова,https://um.mos.ru/places/ulitsa-masterkova/
Улица Викторенко,https://um.mos.ru/places/ulitsa-viktorenko/
Улица Наташи Ковшовой,https://um.mos.ru/places/ulitsa-natashi-kovshovoy/
Сквер «Флейта» в Зеленограде,https://um.mos.ru/places/skver-fleyta-v-zelenograde/
Площадь Разгуляй,https://um.mos.ru/places/ploshchad-razgulyay/
Парк у набережной реки Цыганки,https://um.mos.ru/places/park-u-naberezhnoy-reki-cyganki/
Сквер Гвардии Полковника Ерастова,https://um.mos.ru/places/skver-gvardii-polkovnika-erastova/
Улица Жуковского,https://um.mos.ru/places/ulitsa-zhukovskogo/
Улица Доватора,https://um.mos.ru/places/ulitsa-dovatora/
Улица Климашкина,https://um.mos.ru/places/ulitsa-klimashkina/
Культурно-деловой кластер “Басманный двор”,https://um.mos.ru/places/kulturno-delovoy-klaster-basmannyy-dvor/
Улица Лестева,https://um.mos.ru/places/ulitsa-lesteva/
Сквер им. А.П. Чехова,https://um.mos.ru/places/skver-im-a-p-chekhova/
Улица Петра Романова,https://um.mos.ru/places/ulitsa-petra-romanova/
Улица Мусы Джалиля,https://um.mos.ru/places/ulitsa-musy-dzhalilya/
Сквер с альпийской горкой в Зеленограде,https://um.mos.ru/places/skver-s-alpiyskoy-gorkoy-v-zelenograde/
Улица Берзарина,https://um.mos.ru/places/ulitsa-berzarina/
Улица Авиаконструктора Микояна,https://um.mos.ru/places/ulitsa-aviakonstruktora-mikoyana/
Улица Артамонова,https://um.mos.ru/places/ulitsa-artamonova/
Площадь Кима Филби,https://um.mos.ru/places/ploshchad-kima-filbi/
Улица Костикова,https://um.mos.ru/places/ulitsa-kostikova/
Парк в пойме реки Битцы,https://um.mos.ru/places/park-v-poyme-reki-bittsy/
Улица Марии Поливановой,https://um.mos.ru/places/ulitsa-marii-polivanovoy/
Улица Генерала Белобородова,https://um.mos.ru/places/ulitsa-generala-beloborodova/
Улица Лобачика,https://um.mos.ru/places/ulitsa-lobachika/
Улица Алексея Свиридова,https://um.mos.ru/places/ulitsa-alekseya-sviridova/
Улица Гризодубовой,https://um.mos.ru/places/ulitsa-grizodubovoy/
Аллея Космонавтов,https://um.mos.ru/places/alleya-kosmonavtov/
Улица Маршала Василевского,https://um.mos.ru/places/ulitsa-marshala-vasilevskogo/
Улица Генерала Кузнецова,https://um.mos.ru/places/ulitsa-generala-kuznetsova/
Просянская плотина (дамба),https://um.mos.ru/places/prosyanskaya-plotina-damba/
Улица Кравченко,https://um.mos.ru/places/ulitsa-kravchenko/
Улица Кантемировская,https://um.mos.ru/places/ulitsa-kantemirovskaya/
Садовая-Триумфальная улица,https://um.mos.ru/places/sadovaya-triumfalnaya-ulitsa/
Кривоарбатский переулок,https://um.mos.ru/places/krivoarbatskiy-pereulok/
Улица Бориса Жигуленкова,https://um.mos.ru/places/ulitsa-borisa-zhigulenkova/
Улица Маршала Неделина,https://um.mos.ru/places/ulitsa-marshala-nedelina/
Улица Гришина,https://um.mos.ru/places/ulitsa-grishina/
Улица Маршала Тимошенко,https://um.mos.ru/places/ulitsa-marshala-timoshenko/
Улица Федора Полетаева,https://um.mos.ru/places/ulitsa-fedora-poletaeva/
Сквер на Спортивной улице,https://um.mos.ru/places/skver-na-sportivnoy-ulice/
Бульвар Генерала Карбышева,https://um.mos.ru/places/bulvar-generala-karbysheva/
Улица Маршала Чуйкова,https://um.mos.ru/places/ulitsa-marshala-chuykova/
Аллея молодых семей в Люблине,https://um.mos.ru/places/alleya-molodykh-semey-v-lyubline/
Улица Судакова,https://um.mos.ru/places/ulitsa-sudakova/
Улица Гурьянова,https://um.mos.ru/places/ulitsa-guryanova/
Улица Маргелова,https://um.mos.ru/places/ulitsa-margelova/
Улица Клочкова,https://um.mos.ru/places/ulitsa-klochkova/
Улица Генерала Белова,https://um.mos.ru/places/ulitsa-generala-belova/
Улица Острякова,https://um.mos.ru/places/ulitsa-ostryakova/
Улица Генерала Антонова,https://um.mos.ru/places/ulitsa-generala-antonova/
Улица Говорова,https://um.mos.ru/places/ulitsa-govorova/
Улица Олега Кошевого,https://um.mos.ru/places/ulitsa-olega-koshevogo/
Аптекарский переулок,https://um.mos.ru/places/aptekarskiy-pereulok/
Улица Маресьева,https://um.mos.ru/places/ulitsa-mareseva/
Улица Подольских Курсантов,https://um.mos.ru/places/ulitsa-podolskikh-kursantov/
Улица Трофимова,https://um.mos.ru/places/ulitsa-trofimova/
Улица Паперника,https://um.mos.ru/places/ulitsa-papernika/
Улица Зои Воскресенской,https://um.mos.ru/places/ulitsa-zoi-voskresenskoy/
Улица Богданова,https://um.mos.ru/places/ulitsa-bogdanova/
Улица Лобанова,https://um.mos.ru/places/ulitsa-lobanova/
Улица Генерала Тюленева,https://um.mos.ru/places/ulitsa-generala-tyuleneva/
Улица Генерала Глаголева,https://um.mos.ru/places/ulitsa-generala-glagoleva/
Улица Михайлова,https://um.mos.ru/places/ulitsa-mikhaylova/
Улица Елены Колесовой,https://um.mos.ru/places/ulitsa-eleny-kolesovoy/
Аллея Архитектора Шехтеля,https://um.mos.ru/places/alleya-arhitektora-shehtelya/
Улица Ращупкина,https://um.mos.ru/places/ulitsa-rashchupkina/
Улица Александра Печерского,https://um.mos.ru/places/ulitsa-aleksandra-pecherskogo/
Сквер на площади Академика Курчатова,https://um.mos.ru/places/skver-na-ploshchadi-akademika-kurchatova/
6-й Ростовский переулок,https://um.mos.ru/places/6-y-rostovskiy-pereulok/
Улица Лавриненко,https://um.mos.ru/places/ulitsa-lavrinenko/
Улица Анатолия Живова,https://um.mos.ru/places/ulitsa-anatoliya-zhivova/
Улица Николая Химушина,https://um.mos.ru/places/ulitsa-nikolaya-khimushina/
Улица Медведева,https://um.mos.ru/places/ulitsa-medvedeva/
Улица Липчанского,https://um.mos.ru/places/ulitsa-lipchanskogo/
Улица Генерала Сандалова,https://um.mos.ru/places/ulitsa-generala-sandalova/
Молодогвардейская улица,https://um.mos.ru/places/molodogvardeyskaya-ulitsa/
Аллея 11-ти Героев Саперов,https://um.mos.ru/places/alleya-11-ti-geroev-saperov/
Аллея Славы во Внуково,https://um.mos.ru/places/alleya-slavy-vo-vnukovo/
Парковая зона с беседкой-ротондой в Зеленограде,https://um.mos.ru/places/parkovaya-zona-s-besedkoy-rotondoy-v-zelenograde/
Улица Полбина,https://um.mos.ru/places/ulitsa-polbina/
Улица Недорубова,https://um.mos.ru/places/ulitsa-nedorubova/
Воротниковский переулок,https://um.mos.ru/places/vorotnikovskiy-pereulok/
Улица Молдагуловой,https://um.mos.ru/places/ulitsa-moldagulovoy/
Пешеходная зона на улицах Саморы Машела и Островитянова,https://um.mos.ru/places/peshekhodnaya-zona-na-ulitsakh-samory-mashela-i-ostrovityanova/
Улица Маршала Савицкого,https://um.mos.ru/places/ulitsa-marshala-savitskogo/
Народный парк на улице Новаторов,https://um.mos.ru/places/narodnyy-park-na-ulitse-novatorov+/
Сквер у метро «Люблино»,https://um.mos.ru/places/skver-u-metro-lyublino/
Улица Генерала Ивашутина,https://um.mos.ru/places/ulitsa-generala-ivashutina/
Улица Наташи Качуевской,https://um.mos.ru/places/ulitsa-natashi-kachuevskoy/
Площадь Генерала Жадова,https://um.mos.ru/places/ploshchad-generala-zhadova/
Улица Маршала Шестопалова,https://um.mos.ru/places/ulitsa-marshala-shestopalova/
Панфиловский проспект,https://um.mos.ru/places/panfilovskiy-prospekt/
Болотная площадь,https://um.mos.ru/places/bolotnaya-ploschad/
Район Гагаринский,https://um.mos.ru/places/rayon-gagarinskiy/
Улица Толбухина (Щербинка),https://um.mos.ru/places/ulitsa-tolbukhina/
Улица Маршала Еременко,https://um.mos.ru/places/ulitsa-marshala-eremenko/
Улица Маршала Вершинина,https://um.mos.ru/places/ulitsa-marshala-vershinina/
Улица Логвиненко,https://um.mos.ru/places/ulitsa-logvinenko/
Улица Хлобыстова,https://um.mos.ru/places/ulitsa-khlobystova/
Улица Ватутина,https://um.mos.ru/places/ulitsa-vatutina-zao/
Улица Панфилова,https://um.mos.ru/places/ulitsa-panfilova-panfilovskaya/
Улица Шумилова,https://um.mos.ru/places/ulitsa-shumilova/
Улица Лётчика Павлова,https://um.mos.ru/places/ulitsa-lyetchika-pavlova/
Футбольное поле на Мясницкой,https://um.mos.ru/places/futbolnoe-pole-na-myasnickoy/
Улица Веры Волошиной,https://um.mos.ru/places/ulitsa-very-voloshinoy/
Улица Вострухина,https://um.mos.ru/places/ulitsa-vostrukhina/
Улица Зарянова,https://um.mos.ru/places/ulitsa-zaryanova/
Улица Пивченкова,https://um.mos.ru/places/ulitsa-pivchenkova/
Улица Матросова,https://um.mos.ru/places/ulitsa-matrosova/
Улица Маршала Голованова,https://um.mos.ru/places/ulitsa-marshala-golovanova/
Улица Маршала Кожедуба,https://um.mos.ru/places/ulitsa-marshala-kozheduba/
Сквер у мемориала Маршалу Бирюзову,https://um.mos.ru/places/skver-u-memoriala-marshalu-biryuzovu/
Голиковский переулок,https://um.mos.ru/places/golikovskiy-pereulok/
Улица Панфилова (ЗелАО),https://um.mos.ru/places/ulitsa-panfilova-zelao/
Улица Степана Шутова,https://um.mos.ru/places/ulitsa-stepana-shutova/
2-я Тверская-Ямская улица,https://um.mos.ru/places/2-ya-tverskaya-yamskaya-ulitsa/
Улица Толбухина,https://um.mos.ru/places/ulitsa-tolbukhina-kunc/
Улица Головачёва,https://um.mos.ru/places/ulitsa-golovacheva/
Улица Маршала Полубоярова,https://um.mos.ru/places/ulitsa-marshala-poluboyarova/
Дегтярный переулок,https://um.mos.ru/places/degtyarnyy-pereulok/
Улица Летчика Полагушина,https://um.mos.ru/places/ulitsa-letchika-polagushina/
Улица Василия Ботылева,https://um.mos.ru/places/ulitsa-vasiliya-botyleva/
Площадь Маршала Бабаджаняна,https://um.mos.ru/places/ploshchad-marshala-babadzhanyana/
Улица Ватутина,https://um.mos.ru/places/ulitsa-vatutina/
Улица Дмитриевского,https://um.mos.ru/places/ulitsa-dmitrievskogo/
Улица Маршала Федоренко,https://um.mos.ru/places/ulitsa-marshala-fedorenko/
Улица Маршала Баграмяна,https://um.mos.ru/places/ulitsa-marshala-bagramyana/
Перовский скейт-парк,https://um.mos.ru/places/perovskiy-skeyt-park/
Проезд Толбухина,https://um.mos.ru/places/proezd-tolbukhina/
Проспект Генерала Алексеева,https://um.mos.ru/places/prospekt-generala-alekseeva/
Улица Летчицы Тарасовой,https://um.mos.ru/places/ulitsa-letchitsy-tarasovoy/
Улица Бойчука,https://um.mos.ru/places/ulitsa-boychuka/
Улица Михаила Грешилова,https://um.mos.ru/places/ulitsa-mikhaila-greshilova/
Улица Маршала Воробьева,https://um.mos.ru/places/ulitsa-marshala-vorobeva/
Площадь Московско-Минской дивизии,https://um.mos.ru/places/ploshchad-moskovsko-minskoy-divizii/
Улица Полосухина,https://um.mos.ru/places/ulitsa-polosukhina/
Улица Талалихина (ЮЗАО),https://um.mos.ru/places/ulitsa-talalikhina-yuzao/
Улица Кузнецова,https://um.mos.ru/places/ulitsa-kuznetsova/
Аллея памяти на площади Туманяна,https://um.mos.ru/places/alleya-pamyati-na-ploschadi-tumanyana/
Новинский бульвар,https://um.mos.ru/places/novinskiy-bulvar/
1-я Тверская-Ямская улица,https://um.mos.ru/places/1-ya-tverskaya-yamskaya-ulica/
Композиторская улица,https://um.mos.ru/places/kompozitorskaya-ulica/
Озерковский переулок,https://um.mos.ru/places/ozerkovskiy-pereulok/
Улица Макаренко,https://um.mos.ru/places/ulica-makarenko/
Площадь Варварские ворота,https://um.mos.ru/places/ploschad-varvarskie-vorota/
Лемешевская поляна,https://um.mos.ru/places/lemeshevskaya-polyana/
Улица Вавилова,https://um.mos.ru/places/ulitsa_vavilova/
Большой Николопесковский переулок,https://um.mos.ru/places/bolshoy-nikolopeskovskiy-pereulok/
Крымская набережная,https://um.mos.ru/places/krymskaya-naberezhnaya/
Воронцовская улица,https://um.mos.ru/places/voroncovskaya-ulica/
Пречистенская набережная,https://um.mos.ru/places/prechistenskaya-naberezhnaya/
